order_id,order_date,customer_id,region,category,product_name,channel,quantity,unit_price,discount_amount,payment_method,is_returned
ORD-000166,2026-01-05,CUST-0146,부산,전자기기,마우스,store,5,25000,5000,bank_transfer,false
ORD-000167,2026-01-05,CUST-0067,광주,패션,티셔츠,store,3,49000,0,card,false
ORD-000168,2026-01-05,CUST-0048,대전,패션,가방,store,2,89000,5000,coupon,true
ORD-000169,2026-01-05,CUST-0487,경기,식품,견과류,mobile,3,6000,0,coupon,false
ORD-000170,2026-01-05,CUST-0433,인천,도서,파이썬기초,web,2,22000,0,card,false
ORD-000171,2026-01-05,CUST-0084,경기,스포츠,운동밴드,store,5,24000,1000,bank_transfer,false
ORD-000172,2026-01-05,CUST-0497,대구,스포츠,러닝벨트,store,4,12000,0,point,false
ORD-000173,2026-01-05,CUST-0495,인천,스포츠,러닝벨트,mobile,5,24000,0,bank_transfer,false
ORD-000174,2026-01-06,CUST-0271,대구,스포츠,러닝벨트,web,3,59000,1000,bank_transfer,true
ORD-000175,2026-01-06,CUST-0448,부산,식품,간편식,store,1,18000,5000,card,false
ORD-000176,2026-01-06,CUST-0231,광주,스포츠,요가매트,web,1,39000,0,coupon,false
ORD-000177,2026-01-06,CUST-0028,대구,전자기기,키보드,store,3,150000,0,point,false
ORD-000178,2026-01-06,CUST-0164,서울,도서,네트워크실습,store,3,15000,0,point,false
ORD-000179,2026-01-06,CUST-0389,대전,도서,파이썬기초,mobile,3,15000,1000,coupon,false
ORD-000180,2026-01-06,CUST-0428,경기,식품,커피,store,1,6000,0,coupon,false
ORD-000181,2026-01-06,CUST-0123,대구,전자기기,마우스,store,3,45000,0,coupon,false
ORD-000182,2026-01-06,CUST-0324,광주,전자기기,무선이어폰,store,5,150000,2000,bank_transfer,false
ORD-000183,2026-01-06,CUST-0181,경기,스포츠,덤벨,store,4,39000,0,coupon,true
ORD-000184,2026-01-06,CUST-0260,인천,도서,클라우드입문,store,1,28000,2000,card,true
ORD-000185,2026-01-06,CUST-0383,서울,생활용품,청소도구,mobile,4,9000,0,card,false
ORD-000186,2026-01-06,CUST-0069,서울,패션,운동화,mobile,5,19000,5000,point,false
ORD-000187,2026-01-06,CUST-0416,경기,스포츠,덤벨,web,4,59000,5000,coupon,false
ORD-000188,2026-01-06,CUST-0162,부산,전자기기,마우스,store,1,45000,0,coupon,false
ORD-000189,2026-01-06,CUST-0147,부산,식품,비타민음료,web,1,18000,5000,point,false
ORD-000190,2026-01-06,CUST-0459,대구,패션,티셔츠,mobile,4,89000,1000,bank_transfer,false
ORD-000191,2026-01-06,CUST-0373,대구,생활용품,청소도구,web,5,23000,0,coupon,false
ORD-000192,2026-01-06,CUST-0168,대전,식품,간편식,mobile,3,18000,0,point,false
ORD-000193,2026-01-06,CUST-0022,대전,생활용품,청소도구,mobile,4,15000,0,coupon,false
ORD-000194,2026-01-06,CUST-0411,대전,패션,티셔츠,store,4,19000,0,bank_transfer,true
ORD-000195,2026-01-06,CUST-0035,경기,전자기기,키보드,store,4,320000,0,point,false
ORD-000196,2026-01-06,CUST-0486,부산,패션,가방,mobile,5,19000,0,coupon,false
ORD-000197,2026-01-06,CUST-0161,대전,전자기기,USB허브,mobile,5,45000,0,bank_transfer,false
ORD-000198,2026-01-06,CUST-0468,광주,전자기기,무선이어폰,web,4,45000,2000,point,false
ORD-000199,2026-01-06,CUST-0103,서울,패션,가방,web,5,49000,0,card,false
ORD-000200,2026-01-06,CUST-0342,부산,생활용품,텀블러,store,1,37000,5000,card,false
ORD-000201,2026-01-06,CUST-0407,부산,식품,견과류,store,2,18000,5000,bank_transfer,false
ORD-000202,2026-01-06,CUST-0185,광주,전자기기,키보드,store,2,45000,1000,point,false
ORD-000203,2026-01-06,CUST-0368,대전,생활용품,텀블러,mobile,1,9000,0,coupon,false
ORD-000204,2026-01-06,CUST-0231,대구,생활용품,수납박스,store,3,15000,5000,point,false
ORD-000205,2026-01-07,CUST-0426,서울,식품,간편식,store,4,11000,2000,bank_transfer,false
ORD-000206,2026-01-07,CUST-0178,광주,패션,운동화,mobile,3,49000,5000,card,false
ORD-000207,2026-01-07,CUST-0315,광주,패션,운동화,web,2,89000,5000,bank_transfer,false
ORD-000208,2026-01-07,CUST-0173,인천,식품,간편식,store,5,11000,5000,card,true
ORD-000209,2026-01-07,CUST-0393,광주,전자기기,무선이어폰,mobile,5,25000,0,card,false
ORD-000210,2026-01-07,CUST-0153,대구,생활용품,책상조명,web,4,23000,0,card,false
ORD-000211,2026-01-07,CUST-0175,광주,도서,네트워크실습,web,4,35000,1000,point,false
ORD-000212,2026-01-07,CUST-0264,광주,스포츠,운동밴드,web,4,39000,0,point,false
ORD-000213,2026-01-07,CUST-0073,서울,도서,네트워크실습,web,3,15000,1000,point,false
ORD-000214,2026-01-07,CUST-0370,부산,생활용품,청소도구,web,2,15000,0,bank_transfer,true
ORD-000215,2026-01-07,CUST-0047,대구,생활용품,청소도구,store,3,37000,1000,coupon,false
ORD-000216,2026-01-07,CUST-0254,광주,도서,파이썬기초,store,1,28000,0,coupon,false
ORD-000217,2026-01-07,CUST-0373,부산,패션,티셔츠,mobile,4,19000,0,point,false
ORD-000218,2026-01-07,CUST-0186,광주,전자기기,모니터,mobile,5,25000,2000,card,false
ORD-000219,2026-01-07,CUST-0061,경기,생활용품,청소도구,web,5,23000,5000,coupon,true
ORD-000220,2026-01-07,CUST-0261,대구,패션,자켓,store,2,89000,0,card,true
ORD-000221,2026-01-07,CUST-0234,경기,전자기기,무선이어폰,store,3,45000,1000,bank_transfer,true
ORD-000222,2026-01-07,CUST-0304,부산,패션,자켓,store,4,49000,2000,coupon,false
ORD-000223,2026-01-07,CUST-0345,서울,스포츠,운동밴드,mobile,1,59000,0,point,false
ORD-000224,2026-01-07,CUST-0296,경기,스포츠,요가매트,store,3,59000,5000,card,true
ORD-000225,2026-01-07,CUST-0397,인천,식품,비타민음료,mobile,5,11000,5000,bank_transfer,true
ORD-000226,2026-01-07,CUST-0098,서울,스포츠,덤벨,mobile,5,12000,5000,point,false
ORD-000227,2026-01-07,CUST-0397,광주,생활용품,텀블러,mobile,2,37000,1000,card,true
ORD-000228,2026-01-07,CUST-0270,대구,스포츠,덤벨,mobile,5,24000,0,bank_transfer,false
ORD-000229,2026-01-08,CUST-0099,경기,식품,견과류,mobile,3,18000,2000,point,false
ORD-000230,2026-01-08,CUST-0163,대구,도서,보안개론,mobile,2,28000,5000,point,false
ORD-000231,2026-01-08,CUST-0149,서울,패션,티셔츠,mobile,4,129000,0,card,false
ORD-000232,2026-01-08,CUST-0424,광주,패션,가방,mobile,4,89000,0,point,false
ORD-000233,2026-01-08,CUST-0116,대전,도서,클라우드입문,web,2,22000,0,card,true
ORD-000234,2026-01-08,CUST-0003,광주,전자기기,모니터,web,4,79000,0,coupon,false
ORD-000235,2026-01-08,CUST-0147,대전,스포츠,러닝벨트,web,2,59000,0,card,false
ORD-000236,2026-01-08,CUST-0479,서울,스포츠,덤벨,mobile,2,12000,1000,coupon,false
ORD-000237,2026-01-08,CUST-0309,서울,도서,보안개론,mobile,1,15000,0,point,true
ORD-000238,2026-01-08,CUST-0099,인천,생활용품,청소도구,web,5,15000,1000,point,false
ORD-000239,2026-01-08,CUST-0405,부산,도서,네트워크실습,store,2,28000,0,bank_transfer,false
ORD-000240,2026-01-08,CUST-0206,대전,도서,네트워크실습,web,5,35000,0,bank_transfer,false
ORD-000241,2026-01-08,CUST-0197,경기,도서,네트워크실습,mobile,2,28000,0,point,false
ORD-000242,2026-01-08,CUST-0355,경기,패션,자켓,web,3,19000,5000,card,false
ORD-000243,2026-01-08,CUST-0473,대전,생활용품,책상조명,mobile,4,15000,5000,card,true
ORD-000244,2026-01-08,CUST-0491,경기,스포츠,운동밴드,mobile,5,39000,0,bank_transfer,false
ORD-000245,2026-01-08,CUST-0411,대전,생활용품,책상조명,web,5,37000,1000,bank_transfer,true
ORD-000246,2026-01-08,CUST-0040,광주,스포츠,요가매트,web,5,59000,5000,card,false
ORD-000247,2026-01-08,CUST-0227,서울,식품,간편식,store,2,11000,0,bank_transfer,true
ORD-000248,2026-01-08,CUST-0233,경기,스포츠,러닝벨트,store,5,12000,1000,coupon,false
ORD-000249,2026-01-08,CUST-0203,부산,생활용품,수납박스,web,3,37000,5000,bank_transfer,false
ORD-000250,2026-01-08,CUST-0278,서울,식품,커피,web,4,6000,0,coupon,false
ORD-000251,2026-01-08,CUST-0192,대구,전자기기,마우스,mobile,2,150000,0,coupon,false
ORD-000252,2026-01-08,CUST-0276,대구,생활용품,수납박스,store,3,15000,0,bank_transfer,false
ORD-000253,2026-01-08,CUST-0345,대전,스포츠,덤벨,store,1,12000,0,coupon,false
ORD-000254,2026-01-08,CUST-0080,부산,식품,비타민음료,web,2,11000,1000,card,false
ORD-000255,2026-01-08,CUST-0035,서울,전자기기,모니터,store,1,320000,0,card,false
ORD-000256,2026-01-08,CUST-0120,광주,생활용품,수납박스,web,1,15000,1000,card,false
ORD-000257,2026-01-08,CUST-0307,인천,도서,보안개론,store,5,22000,0,point,true
ORD-000258,2026-01-08,CUST-0154,부산,도서,보안개론,web,5,22000,0,bank_transfer,false
ORD-000259,2026-01-08,CUST-0403,광주,스포츠,러닝벨트,mobile,1,59000,0,coupon,false
ORD-000260,2026-01-08,CUST-0243,경기,생활용품,텀블러,web,4,23000,0,point,true
ORD-000261,2026-01-08,CUST-0496,대구,스포츠,덤벨,store,1,59000,2000,bank_transfer,false
ORD-000262,2026-01-08,CUST-0473,대구,생활용품,텀블러,mobile,2,23000,0,card,false
ORD-000263,2026-01-09,CUST-0309,서울,스포츠,덤벨,web,3,12000,1000,bank_transfer,true
ORD-000264,2026-01-09,CUST-0490,서울,식품,간편식,web,2,26000,0,bank_transfer,false
ORD-000265,2026-01-09,CUST-0361,경기,스포츠,요가매트,mobile,2,59000,5000,bank_transfer,true
ORD-000266,2026-01-09,CUST-0333,부산,식품,견과류,mobile,4,18000,1000,point,true
ORD-000267,2026-01-09,CUST-0390,인천,패션,가방,mobile,1,129000,5000,bank_transfer,false
ORD-000268,2026-01-09,CUST-0380,경기,패션,자켓,web,1,129000,2000,point,false
ORD-000269,2026-01-09,CUST-0118,대구,식품,비타민음료,store,2,18000,0,bank_transfer,false
ORD-000270,2026-01-09,CUST-0236,경기,생활용품,책상조명,store,4,23000,5000,point,false
ORD-000271,2026-01-09,CUST-0269,서울,도서,파이썬기초,web,2,35000,2000,card,false
ORD-000272,2026-01-09,CUST-0005,경기,전자기기,모니터,store,2,45000,0,coupon,false
ORD-000273,2026-01-09,CUST-0273,광주,패션,티셔츠,mobile,4,129000,0,card,false
ORD-000274,2026-01-09,CUST-0258,인천,전자기기,USB허브,store,5,79000,0,coupon,false
ORD-000275,2026-01-09,CUST-0099,광주,도서,클라우드입문,store,5,15000,0,point,false
ORD-000276,2026-01-09,CUST-0236,광주,패션,자켓,web,1,129000,0,bank_transfer,false
ORD-000277,2026-01-09,CUST-0194,광주,패션,티셔츠,mobile,1,19000,1000,card,false
ORD-000278,2026-01-09,CUST-0331,인천,스포츠,요가매트,mobile,1,24000,1000,card,false
ORD-000279,2026-01-09,CUST-0244,부산,식품,커피,web,2,11000,5000,card,true
ORD-000280,2026-01-09,CUST-0493,경기,스포츠,운동밴드,store,2,12000,0,bank_transfer,false
ORD-000281,2026-01-09,CUST-0124,광주,스포츠,러닝벨트,mobile,3,12000,0,point,true
ORD-000282,2026-01-09,CUST-0028,서울,생활용품,텀블러,mobile,5,9000,5000,bank_transfer,false
ORD-000283,2026-01-09,CUST-0497,인천,전자기기,마우스,mobile,5,320000,2000,card,false
